,answer,,,,,output
,ch1,ch2,ch3,ch4,,ch1,ch2,ch3,ch4
0,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
1,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
2,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
3,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
4,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
5,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
6,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
7,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
8,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
9,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
10,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
11,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
12,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
13,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
14,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
15,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
16,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
17,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
18,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
19,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
20,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
21,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
22,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
23,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
24,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
25,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
26,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
27,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
28,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
29,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
30,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
31,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
32,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
33,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
34,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
35,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
36,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
37,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
38,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
39,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
40,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
41,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
42,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
43,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
44,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
45,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
46,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
47,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
48,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
49,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
50,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
51,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
52,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
53,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
54,0.0000,1.0000,0.0000,,0.0000,1.0000,0.0000,
