,answer,,,,,output
,ch1,ch2,ch3,ch4,,ch1,ch2,ch3,ch4
0,0.0000,1.0000,0.0000,,0.0000,0.9931,0.0069,
1,0.0000,1.0000,0.0000,,0.0000,0.9933,0.0067,
2,0.0000,1.0000,0.0000,,0.0000,0.9935,0.0065,
3,0.0000,1.0000,0.0000,,0.0000,0.9937,0.0063,
4,0.0000,1.0000,0.0000,,0.0000,0.9940,0.0060,
5,0.0000,1.0000,0.0000,,0.0000,0.9943,0.0057,
6,0.0000,1.0000,0.0000,,0.0000,0.9946,0.0054,
7,0.0000,1.0000,0.0000,,0.0000,0.9950,0.0050,
8,0.0000,1.0000,0.0000,,0.0000,0.9954,0.0046,
9,0.0000,1.0000,0.0000,,0.0000,0.9958,0.0042,
10,0.0000,1.0000,0.0000,,0.0000,0.9961,0.0039,
11,0.0000,1.0000,0.0000,,0.0000,0.9964,0.0036,
12,0.0000,1.0000,0.0000,,0.0000,0.9967,0.0033,
13,0.0000,1.0000,0.0000,,0.0000,0.9969,0.0031,
14,0.0000,1.0000,0.0000,,0.0000,0.9972,0.0028,
15,0.0000,1.0000,0.0000,,0.0000,0.9974,0.0026,
16,0.0000,1.0000,0.0000,,0.0000,0.9975,0.0025,
17,0.0000,1.0000,0.0000,,0.0000,0.9977,0.0023,
18,0.0000,1.0000,0.0000,,0.0000,0.9978,0.0022,
19,0.0000,1.0000,0.0000,,0.0000,0.9979,0.0021,
20,0.0000,1.0000,0.0000,,0.0000,0.9980,0.0020,
21,0.0000,1.0000,0.0000,,0.0000,0.9981,0.0019,
22,0.0000,1.0000,0.0000,,0.0000,0.9982,0.0018,
23,0.0000,1.0000,0.0000,,0.0000,0.9983,0.0017,
24,0.0000,1.0000,0.0000,,0.0000,0.9984,0.0016,
25,0.0000,1.0000,0.0000,,0.0000,0.9984,0.0016,
26,0.0000,1.0000,0.0000,,0.0000,0.9985,0.0015,
27,0.0000,1.0000,0.0000,,0.0000,0.9986,0.0014,
28,0.0000,1.0000,0.0000,,0.0000,0.9987,0.0013,
29,0.0000,1.0000,0.0000,,0.0000,0.9988,0.0012,
30,0.0000,1.0000,0.0000,,0.0000,0.9988,0.0012,
31,0.0000,1.0000,0.0000,,0.0000,0.9989,0.0011,
32,0.0000,1.0000,0.0000,,0.0000,0.9989,0.0011,
33,0.0000,1.0000,0.0000,,0.0000,0.9990,0.0010,
34,0.0000,1.0000,0.0000,,0.0000,0.9991,0.0009,
35,0.0000,1.0000,0.0000,,0.0000,0.9991,0.0009,
36,0.0000,1.0000,0.0000,,0.0000,0.9992,0.0008,
37,0.0000,1.0000,0.0000,,0.0000,0.9992,0.0008,
38,0.0000,1.0000,0.0000,,0.0000,0.9992,0.0008,
39,0.0000,1.0000,0.0000,,0.0000,0.9993,0.0007,
40,0.0000,1.0000,0.0000,,0.0000,0.9994,0.0006,
41,0.0000,1.0000,0.0000,,0.0000,0.9994,0.0006,
42,0.0000,1.0000,0.0000,,0.0000,0.9995,0.0005,
43,0.0000,1.0000,0.0000,,0.0000,0.9995,0.0005,
44,0.0000,1.0000,0.0000,,0.0000,0.9996,0.0004,
45,0.0000,1.0000,0.0000,,0.0000,0.9996,0.0004,
46,0.0000,1.0000,0.0000,,0.0000,0.9996,0.0004,
47,0.0000,1.0000,0.0000,,0.0000,0.9996,0.0004,
48,0.0000,1.0000,0.0000,,0.0000,0.9997,0.0003,
49,0.0000,1.0000,0.0000,,0.0000,0.9997,0.0003,
50,0.0000,1.0000,0.0000,,0.0000,0.9997,0.0003,
51,0.0000,1.0000,0.0000,,0.0000,0.9997,0.0003,
52,0.0000,1.0000,0.0000,,0.0000,0.9997,0.0003,
53,0.0000,1.0000,0.0000,,0.0000,0.9997,0.0003,
54,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
55,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
56,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
57,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
58,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
59,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
60,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
61,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
62,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
63,0.0000,1.0000,0.0000,,0.0000,0.9998,0.0002,
