0	-1
0.025130095	-1
0.050244318	-1
0.075326806	-1
0.100361715	-1
0.125333234	-1
0.150225589	-1
0.175023059	-1
0.199709981	-1
0.224270761	-1
0.248689887	-1
0.272951936	-1
0.297041582	-1
0.32094361	-1
0.344642923	-1
0.368124553	-1
0.391373667	-1
0.414375581	-1
0.437115767	-1
0.459579861	-1
0.481753674	-1
0.503623202	-1
0.52517463	-1
0.546394347	-1
0.567268949	-1
0.587785252	-1
0.607930298	-1
0.627691361	-1
0.647055962	-1
0.666011867	-1
0.684547106	-1
0.70264997	-1
0.720309025	-1
0.737513117	-1
0.754251381	-1
0.770513243	-1
0.786288432	-1
0.801566985	-1
0.816339251	-1
0.830595899	-1
0.844327926	-1
0.857526656	-1
0.870183755	-1
0.882291226	-1
0.893841424	-1
0.904827052	-1
0.915241173	-1
0.925077207	-1
0.934328942	-1
0.942990536	-1
0.951056516	-1
0.958521789	-1
0.965381639	-1
0.971631733	-1
0.977268124	-1
0.982287251	-1
0.986685944	-1
0.990461426	-1
0.993611311	-1
0.996133609	-1
0.998026728	-1
0.999289473	-1
0.999921044	-1
0.999921044	-1
0.999289473	-1
0.998026728	-1
0.996133609	-1
0.993611311	-1
0.990461426	-1
0.986685944	-1
0.982287251	-1
0.977268124	-1
0.971631733	-1
0.965381639	-1
0.958521789	-1
0.951056516	-1
0.942990536	-1
0.934328942	-1
0.925077207	-1
0.915241173	-1
0.904827052	-1
0.893841424	-1
0.882291226	-1
0.870183755	-1
0.857526656	-1
0.844327926	-1
0.830595899	-1
0.816339251	-1
0.801566985	-1
0.786288432	-1
0.770513243	-1
0.754251381	-1
0.737513117	-1
0.720309025	-1
0.70264997	-1
0.684547106	-1
0.666011867	-1
0.647055962	-1
0.627691361	-1
0.607930298	-1
0.587785252	1
0.567268949	1
0.546394347	1
0.52517463	1
0.503623202	1
0.481753674	1
0.459579861	1
0.437115767	1
0.414375581	1
0.391373667	1
0.368124553	1
0.344642923	1
0.32094361	1
0.297041582	1
0.272951936	1
0.248689887	1
0.224270761	1
0.199709981	1
0.175023059	1
0.150225589	1
0.125333234	1
0.100361715	1
0.075326806	1
0.050244318	1
0.025130095	1
1.22515E-16	1
-0.025130095	1
-0.050244318	1
-0.075326806	1
-0.100361715	1
-0.125333234	1
-0.150225589	1
-0.175023059	1
-0.199709981	1
-0.224270761	1
-0.248689887	1
-0.272951936	1
-0.297041582	1
-0.32094361	1
-0.344642923	1
-0.368124553	1
-0.391373667	1
-0.414375581	1
-0.437115767	1
-0.459579861	1
-0.481753674	1
-0.503623202	1
-0.52517463	1
-0.546394347	1
