0.58819,1.0053
0.17345,1.5659
-0.036468,1.4053
0.072049,1.3102
0.54047,1.0593
-0.25,1.6236
0.03182,1.5582
-0.2571,1.6415
-0.023798,1.4701
-0.39845,1.5091
0.057488,1.4731
-0.36056,1.4476
0.4343,1.2806
0.35152,1.3097
0.092182,1.4161
0.1715,1.4958
0.17386,1.4848
-0.12015,1.4212
-0.066416,1.4539
0.1115,1.4004
0.41953,1.1974
0.2523,1.5178
0.29505,1.1811
-8.0962e-005,1.5069
0.27695,1.3344
-0.057154,1.5186
-0.15825,1.4338
0.4283,0.40593
0.14788,1.424
-0.059371,1.5732
0.1969,1.5662
0.22786,1.4473
0.38144,1.4154
0.38397,1.3068
0.57625,1.1041
-0.087753,1.5044
0.90825,1.3475
0.14048,0.5947
0.4421,1.3959
0.38627,1.44
-0.6064,1.4623
0.4442,1.0033
0.23438,1.2759
0.628,0.79784
0.63449,0.42574
0.42942,1.4098
0.027048,1.3871
0.55467,0.58451
0.48032,1.5374
0.28433,1.0048
0.19883,1.3573
0.13507,1.3457
-0.36841,1.4604
0.31711,1.3914
0.28066,1.3846
0.45696,1.0194
-0.23783,1.4815
0.42935,0.76121
0.20455,1.5022
0.53249,1.2625
-0.37383,1.4506
0.40208,0.96181
-0.5833,1.5911
0.63684,1.0018
-0.22373,1.41
0.32616,1.3795
-0.0024959,1.4148
0.45125,1.0563
0.058873,1.4108
-0.20028,1.4284
0.078962,1.6242
0.18401,0.99461
-0.086634,1.4401
0.49159,0.61431
-0.3496,1.4124
0.1559,1.4974
0.36596,1.1521
0.17816,1.3456
-0.34372,1.5381
0.26902,1.2804
0.26548,1.349
-0.33838,1.4464
0.67663,1.4181
0.50406,1.399
0.13148,1.4818
0.25594,1.3225
-0.24853,1.4432
0.34451,1.5589
-0.15092,1.4304
0.065232,1.333
0.28329,1.3728
0.66026,0.43645
-0.36929,1.5099
-0.20248,1.3536
-0.56884,1.5417
0.46779,1.3376
-0.078212,1.541
0.040362,1.6313
0.50733,1.1579
0.25189,1.5176
0.3411,1.009
-0.024125,1.4426
0.25844,1.3228
0.97393,1.0985
0.54185,1.3996
0.32043,0.77322
0.37918,1.0988
-0.00081709,1.5658
0.70608,1.4432
0.35005,1.4376
0.3461,1.7117
-0.39074,1.4575
0.40413,1.2649
-0.015197,1.419
-0.076763,1.3905
0.49046,1.4722
0.48792,0.52511
0.37174,1.1306
-0.12848,1.5609
-0.02957,1.4419
0.60133,1.4259
-0.24801,1.6136
0.4987,1.4366
-0.11783,1.3132
0.23739,1.2445
-0.19505,1.5284
0.60609,1.3345
-0.12198,1.4787
0.047233,1.4076
-0.07913,1.5058
-0.4351,1.4955
-0.14722,1.383
0.3569,1.0284
-0.20135,1.4864
0.017892,1.8623
0.61636,0.90629
0.36395,1.3807
0.21689,1.3052
0.57445,0.77441
0.5434,0.85191
-0.03701,1.4509
-0.20594,1.5641
0.47515,1.2486
0.37734,1.2698
0.92497,1.3979
-0.30375,1.437
0.052849,1.4331
0.10811,1.4892
-0.25805,1.4816
0.42238,1.5008
0.028481,1.3828
0.7256,0.69195
-0.086494,1.3041
0.44477,1.1888
-0.093498,1.392
0.26625,1.4349
0.48732,1.3697
-0.42996,1.5639
-0.021252,1.3544
0.27582,1.4247
0.21263,1.4372
0.12232,1.474
-0.41581,1.5273
-0.1055,1.4545
0.33758,1.4447
-0.31152,1.5044
0.10259,1.3809
0.52406,0.78101
0.68796,0.84795
-0.26322,1.4029
0.15916,1.4806
0.47283,1.3776
-0.36187,1.4723
0.065811,1.3562
0.46929,0.74779
-0.09267,1.4815
0.29402,1.347
0.10013,1.4701
-0.22096,1.5657
0.29996,1.3662
0.7848,1.1706
-0.1346,1.389
0.55811,1.018
-0.19986,1.5002
0.086802,1.5157
0.10356,1.354
0.45706,1.3227
0.1695,1.2656
-0.080665,1.4566
0.18587,0.90943
0.54689,0.88303
0.73466,0.88677
-0.07267,1.6218
0.62517,1.2381
0.36514,1.3461
0.25366,1.3756
-0.038813,1.3676
0.18293,1.4885
0.19729,1.4646
0.38586,1.4553
-0.3831,-1.2708
-0.38404,-1.3701
-0.42964,-1.4531
-0.46476,-1.1113
-0.50166,-1.1747
-0.43948,-1.3415
-0.36217,-0.8973
-0.52638,-1.3268
-0.80772,-0.92751
-0.66001,-1.0572
-0.79767,-1.0309
-0.18274,-1.8115
-0.23029,-1.377
-0.39118,-1.4919
-0.6957,-0.94061
-0.45355,-1.0234
-0.71839,-0.94694
-0.39581,-1.1511
-0.36572,-1.396
